Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
gd. 59,18888,73.AD.10.H.4,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 8.1 cm (3 3/16 in.),"Fragment preserves a ""Tanagra-type"" female; back of head and shoulders.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18888
gd. 59,18889,73.AD.10.H.5,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 7.8 cm (3 1/16 in.),Fragment preserves a female bust.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18889
gd. 59,18890,73.AD.10.H.6,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 4.9 cm (1 15/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18890
gd. 59,18891,73.AD.10.I.1,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 7.2 cm (2 13/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18891
gd. 59,18892,73.AD.10.I.2,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: Diam.: 7.3 cm (2 7/8 in.),Loom-weight preserves the representation of two confronted busts.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18892
gd. 59,18893,73.AD.10.I.3,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: Diam.: 6.9 cm (2 11/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18893
gd. 59,18894,73.AD.10.I.4,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: Diam.: 6.1 cm (2 3/8 in.),Loom-weight preserves a representation of an owl.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18894
gd. 59,18895,73.AD.10.I.5,Unknown,Loom-Weight,,,,,,,-350,-200,350-200 B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: Diam.: 8.7 cm (3 7/16 in.),"Loom-weight preserves a representation of Aphrodite riding a swan. The loomweight is disk-shaped, with two perforations at the top above the wings of the swan.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18895
gd. 59,18896,73.AD.10.I.6,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 6.1 cm (2 3/8 in.),Loom-weight preserves the representation of a bird (?).,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18896
gd. 59,18897,73.AD.10.I.7,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 6 cm (2 3/8 in.),Loom-weight preserves the representation of two confronted busts.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18897
gd. 59,18898,73.AD.10.I.8,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 7.3 cm (2 7/8 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18898
gd. 59,18899,73.AD.10.I.9,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 7.7 cm (3 1/16 in.),Loom-weight preserves the representation of two confronted busts.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18899
gd. 59,18900,73.AD.10.I.10,Unknown,Loom-weight,,,,,,,-350,-200,350-200 B.C.,,,,Terracotta,,,,,,,,,,,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18900
gd. 59,18901,73.AD.10.I.11,Unknown,Fragmentary Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 7 cm (2 3/4 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18901
gd. 59,18902,73.AD.10.I.12,Unknown,Loom-Weight,,,,,,,-399,-300,4th century B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 6.8 cm (2 11/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18902
gd. 59,18904,73.AD.10.I.13,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18904
gd. 59,18905,73.AD.10.I.14,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18905
gd. 59,18906,73.AD.10.I.15,Unknown,Loom-Weight,,,,,,,-350,-300,350-300 B.C.,,,Loom weight,Terracotta,,,,,,,,,Object: H: 6.1 cm (2 3/8 in.),"Loom-weight in the shape of a horse-shoe, with relief image of Eros.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18906
gd. 59,18907,73.AD.10.J.1,Unknown,Fragmentary Lamp,,,,,,,-399,-300,4th century B.C.,,,Lamp,Terracotta,,,,,,,,,Object (greatest extent): 7.9 cm (3 1/8 in.),Wheelmade lamp; loop handle and nozzle broken off; ring around filling-hole chipped. Red clay with black glaze; biconvex body. Sunken ring surrounding large filling-hole. Raised base-ring with a convex foot. Also numbered B5 (?).,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18907
gd. 59,18908,73.AD.10.J.2,Unknown,Vase Fragment,,,,,,,-399,-300,4th century B.C.,,,Pot,Terracotta,,,,,,,,,Object (greatest extent): 4 cm (1 9/16 in.),Fragmentary vessel spout in the form of a lion's head. Also numbered B13.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18908
gd. 59,18909,73.AD.10.J.3,Unknown,Vase Fragment,,,,,,,-399,-300,4th century B.C.,,,Pot,Terracotta,,,,,,,,,Object (greatest extent): 3.7 cm (1 7/16 in.),"Vessel fragment, perhaps an attachment, in the shape of a plastic lion's head. Also numbered B14.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18909
gd. 59,18910,73.AD.10.J.4,Unknown,Vessel Fragment,,,,,,,-399,-300,4th century B.C.,,,Pot,Terracotta,,,,,,,,,,,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18910
gd. 59,18911,73.AD.10.J.5,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18911
gd. 59,18912,73.AD.10.J.6,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18912
gd. 59,18913,73.AD.10.J.7,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18913
gd. 59,18914,73.AD.10.J.8,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18914
gd. 59,18915,73.AD.10.J.9,Unknown,Miniature Vase in the Shape of a Pelike,,,,,,,-399,-300,4th century B.C.,,,Pelike,Terracotta,,,,,,,,,Object (greatest extent): 2.4 cm (15/16 in.),Miniature vessel in the shape of a pelike (without handles). Also numbered B16.,South Italian,,http://www.getty.edu/art/collection/objects/18915
gd. 59,18916,73.AD.10.J.10,Unknown,Lekythos Fragment,,,,,,,-499,-300,5th - 4th century B.C.,,,Lekythos,Terracotta,,,,,,,,,Object: Diam.: 3.9 cm (1 9/16 in.),Fragmentary foot of a lekythos; black glaze; Also numbered B12.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18916
gd. 59,18917,73.AD.10.J.11,Unknown,Lekythos Fragment,,,,,,,-399,-300,4th century B.C.,,,Lekythos,Terracotta,,,,,,,,,Object (greatest extent): 8.3 cm (3 1/4 in.),,Greek (Attic),,http://www.getty.edu/art/collection/objects/18917
gd. 59,18918,73.AD.10.J.12,Unknown,Lekythos Fragment,,,,,,,-399,-300,4th century B.C.,,,Lekythos,Terracotta,,,,,,,,,Object (greatest extent): 8 cm (3 1/8 in.),,Greek (Attic),,http://www.getty.edu/art/collection/objects/18918
gd. 59,18919,73.AD.10.J.13,Unknown,Attic Red-Figure Bell Krater Fragment,,,,,,,-399,-300,4th century B.C.,,,Krater,Terracotta,,,,,,,,,Object (greatest extent): 8.1 cm (3 3/16 in.),"Fragment with some decoration on obverse, black on reverse.",Greek (Attic),,http://www.getty.edu/art/collection/objects/18919
gd. 59,18920,73.AD.10.J.14,Unknown,Red-Figure Bell Krater Fragment,,,,,,,-499,-300,4th century B.C.,,,Krater,Terracotta,,,,,,,,,Object (greatest extent): 13 cm (5 1/8 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18920
gd. 59,18921,73.AD.10.J.15,Unknown,Lid Fragment,,,,,,,-399,-300,4th century B.C.,,,Lid,Terracotta,,,,,,,,,Object (greatest extent): 5.8 cm (2 5/16 in.),Fragmentary lid of a small jar; black glaze with star decoration on top. Also numbered B2.,South Italian (Gnathian),,http://www.getty.edu/art/collection/objects/18921
gd. 59,18922,73.AD.10.J.16,Unknown,Dish Fragment,,,,,,,-399,-300,4th century B.C.,,,Dish,Terracotta,,,,,,,,,Object (greatest extent): 10.2 cm (4 in.),Also numbered B1.,South Italian (Gnathian),,http://www.getty.edu/art/collection/objects/18922
gd. 59,18923,73.AD.10.J.17,Unknown,Vase Fragment,,,,,,,-399,-300,4th century B.C.,,,Pot,Terracotta,,,,,,,,,Object (greatest extent): 9.7 cm (3 13/16 in.),Vessel is decorated with relief decoration; unglazed body. Also numbered B8.,South Italian (?),,http://www.getty.edu/art/collection/objects/18923
gd. 59,18924,73.AD.10.J.18,Unknown,Vase Fragment,,,,,,,-399,-300,4th century B.C.,,,Pot,Terracotta,,,,,,,,,Object (greatest extent): 2.9 cm (1 1/8 in.),Unglazed fragment of a closed(?) vessel. Also numbered B15.,Italic (?),,http://www.getty.edu/art/collection/objects/18924
gd. 59,18925,73.AD.10.J.19,Unknown,Vase Fragment,,,,,,,-399,-300,4th century B.C.,,,Pot,Terracotta,,,,,,,,,Object: H: 2.9 cm (1 1/8 in.),Perhaps a stopper for an unglazed vessel(?). Also numbered B19.,Italic (?),,http://www.getty.edu/art/collection/objects/18925
gd. 59,18926,73.AD.10.K.1,Unknown,Pipe (?) Fragment,,,,,,,1500,1900,1500 - 1900,,,Smoking pipe (?),Terracotta,,,,,,,,,Object (greatest extent): 3.4 cm (1 5/16 in.),,Modern,,http://www.getty.edu/art/collection/objects/18926
gd. 59,18927,73.AD.10.K.2,Unknown,Fragment (Perhaps of a Smoking Pipe),,,,,,,1500,1800,1500 - 1800,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18927
gd. 59,18928,73.AD.10.P.1,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18928
gd. 59,18929,73.AD.10.P.2,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18929
gd. 59,18930,73.AD.10.P.3,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18930
gd. 59,18903,73.AD.10.P.4,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18903
gd. 59,105934,73.AD.10.P.5,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105934
gd. 59,105935,73.AD.10.P.6,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105935
gd. 59,105936,73.AD.10.P.7,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105936
gd. 59,105937,73.AD.10.P.8,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105937
gd. 59,105938,73.AD.10.P.9,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105938
gd. 59,105939,73.AD.10.P.10,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105939
gd. 59,105940,73.AD.10.P.11,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105940
gd. 59,105941,73.AD.10.P.12,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105941
gd. 59,105942,73.AD.10.P.13,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105942
gd. 59,105943,73.AD.10.P.14,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105943
gd. 59,105944,73.AD.10.P.15,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/105944
gd. 60,8223,78.AD.271.24,Unknown,Head of Silenus,,,,,,,-599,-500,6th century BC,,,,Terracotta,,,,,,,,,Object: H: 6.9 x W: 4.4 cm (2 11/16 x 1 3/4 in.),Head of Silenus wearing a tall polos-like element; broken at the neck with a small hole at the base; traces of white slip.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/8223
gd. 61,8513,78.AD.404,Unknown,Relief Fragment,,,,,,,-299,-200,3rd century BC,,,Mythological figure,Terracotta,,,,,,,,,Object: H: 8.7 cm (3 7/16 in.),"This small, worn relief fragment depicts Aphrodite rising from the waves.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/8513
gd. 62,124940,98.AD.115,Unknown,Two Fragments of a Figure of a Half-Draped Aphrodite,,,,,,,-299,-200,3rd century BC,,,Mythological figure,Terracotta; polychromy,,,,,,,,,"Various, see extensions",,Greek (South Italian),,http://www.getty.edu/art/collection/objects/124940
gd. 63,124943,98.AD.116,Unknown,Two Fragments of a Figure of a Nude Aphrodite,,,,,,,-299,-200,3rd century BC,,,Mythological figure,Terracotta,,,,,,,,,"Various, see extensions",.1: The hollow upper torso of a nude female figure (Aphrodite).  The heads and arms are missing.  The left arm was raised up.  Part of the hair at the back of the neck and over the right shoulder is preserved.  There is a small hole drilled in the back.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/124943
gd. 64,124946,98.AD.117,Unknown,Two Fragments of a Figure of a Draped Woman,,,,,,,-299,-200,3rd century BC,,,Female figure,Terracotta,,,,,,,,,"Various, see extensions",".1: A standing female figurine.  She is missing her head, the right arm at the shoulder, the left arm at the elbow, and her right foot.  She stands in contraposto with her left leg advanced and the knee bent.  Her drapery consists of a chiton cinched unde",Greek (South Italian),,http://www.getty.edu/art/collection/objects/124946
gd. 65,124949,98.AD.118,Unknown,Head from a Figurine of a Female,,,,,,,-499,-400,5th century BC,,,Female figure,Terracotta,,,,,,,,,Object: H: 2.5 x W: 2.7 x D: 1.5 cm (1 x 1 1/16 x 9/16 in.),"The head from a female figurine, made from very light brown clay.  The features are very worn and nearly the entire surface is covered with incrustation.  Bulges indicate a nose and hair.  The back is flat and hollow.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/124949
gd. 66,124951,98.AD.120,Unknown,Head of a Kore from a Relief,,,,,,,-599,-500,6th century BC,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.6 x W: 2.7 x D: 3 cm (1 7/16 x 1 1/16 x 1 3/16 in.),A frontal female head of brownish-yellow clay.  The nose is chipped.  Part of the relief panel is preserved behind the head and red polychromy survives at the top.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/124951
gd. 67,124952,98.AD.121,Unknown,Two Fragments of a Figure of a Maenad,,,,,,,-299,-200,3rd century BC,,,Female figure,Terracotta,,,,,,,,,"Various, see extensions",.1: The head and neck of a female figure (maenad).  The face is fleshy with thick lips and jowly cheeks and chin.  She has deep eye sockets and the right side of the nose has broken off.  She wears a large wreath with plastically modeled leaves and three,Greek (South Italian),,http://www.getty.edu/art/collection/objects/124952
gd. 68,124955,98.AD.122,Unknown,Group of Fragments from the Figure of a Nude Aphrodite (7),,,,,,,-299,-200,3rd century BC,,,Mythological figure,Terracotta,,,,,,,,,"Various, see extensions",A fragmentary figurine of a partially draped female figure (Aphrodite).  There is heavy incrustation.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/124955
gd. 69,124963,98.AD.123,Unknown,Two Joining Fragments of a Figure of a Peplophoros,,,,,,,-499,-400,5th century BC,,,Female figure,Terracotta,,,,,,,,,"Various, see extensions","Two fragments belonging to a standing female figure.  
.1: The largely preserved figure is hollow and open at the back.  She wears a peplos, her right leg slightly advanced and the arms at her sides.  Her left wrist is bent upwards and she holds two po",Greek (South Italian),,http://www.getty.edu/art/collection/objects/124963
