Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
gd. 59,18802,73.AD.10.B.2,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 5.2 cm (2 1/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18802
gd. 59,18803,73.AD.10.B.3,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4.5 cm (1 3/4 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18803
gd. 59,18804,73.AD.10.B.4,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 5.1 cm (2 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18804
gd. 59,18805,73.AD.10.B.5,Unknown,Fragment of a Figure,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 8 cm (3 1/8 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18805
gd. 59,18806,73.AD.10.B.6,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 5 cm (1 15/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18806
gd. 59,18807,73.AD.10.B.7,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 5.5 cm (2 3/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18807
gd. 59,18808,73.AD.10.B.8,Unknown,Fragment of a Figurine,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 6.1 cm (2 3/8 in.),"Female figure preserved to the mid torso; arms at sides, indication of breasts, head turned slightly to the left; hair pulled back at sides, extends down sides of neck; back unmodeled. Also numbered 115.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18808
gd. 59,18809,73.AD.10.B.9,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,,"Fragment of a female head, modeled in the round, top of head and forehead preserved, back missing; band diadem at crown of head, lined incisions for locks of hair that wrap over the diadem, crescent stephane at top of head. Also numbered B41 or A41; the n",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18809
gd. 59,18810,73.AD.10.B.10,Unknown,Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 5.9 cm (2 5/16 in.),"Female head and neck, top and proper left side of hair missing; hair on right drawn back, a thick lock extends to right shoulder; worn surface, traces of white; back unmodeled. Also numbered B43.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18810
gd. 59,18811,73.AD.10.B.11,Unknown,Fragment of a Figurine,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 2.6 cm (1 in.),"Face of a figure; surface is very worn, only slight indentations of eyes and mouth are preserved; back unmodeled. Also numbered C26.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18811
gd. 59,18812,73.AD.10.B.12,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),"Female head and neck; locks of hair pulled to sides, tall diadem (possibly a mural crown); traces of white pigment preserved on right side of face and back of head; back unmodeled.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18812
gd. 59,18813,73.AD.10.B.13,Unknown,Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 4 cm (1 9/16 in.),"Female head and neck, hair missing; surface is very worn with cracks; back unmodeled. Also numbered 128.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18813
gd. 59,18814,73.AD.10.B.14,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.9 cm (1 9/16 in.),"Female head and neck; hair pulled up in a peaked topknot at crown of head, large round earrings; elongated features; back is modeled, hair pulled up from nape of neck. Also numbered 121.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18814
gd. 59,18815,73.AD.10.B.15,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),Female head and neck; hair pulled back in a high bow-knot at back of head; modeled in the round; large round earring on right ear (left earring missing); traces of pink pigment.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18815
gd. 59,18816,73.AD.10.B.16,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 5.5 cm (2 3/16 in.),"Female head and neck; hair pulled to sides, extends to shoulders; large flaring polos has upper molding, partially missing on right side; worn surface.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18816
gd. 59,18817,73.AD.10.B.17,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4.1 cm (1 5/8 in.),Female head and neck; large polos; very worn surface.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18817
gd. 59,18818,73.AD.10.B.18,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Female head and neck, hair parted and pulled back in low bun; wearing round earrings and a polos; modeled back.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18818
gd. 59,18819,73.AD.10.B.19,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3 cm (1 3/16 in.),"Female head and neck; hair pulled back to sides, diadem or polos.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18819
gd. 59,18820,73.AD.10.B.20,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 2.9 cm (1 1/8 in.),"Female head and neck, modeled back; flaring polos that extends above the top of the head; worn surface. Also numbered 109.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18820
gd. 59,18821,73.AD.10.B.21,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4.8 cm (1 7/8 in.),"Female head and upper torso, left arm and breast indicated, right shoulder missing; hair pulled to sides, wearing a polos; worn surface, modeled back. Consists of two fragments that are glued together.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18821
gd. 59,18822,73.AD.10.B.22,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),"Female head and neck, modeled back; hair in a peaked topknot at the crown of the head, possibly wearing a veil, hair extends to shoulders; traces of white preserved.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18822
gd. 59,257272,73.AD.10.B.23,Unknown,Heads,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,"Various, see extensions","Pair of female heads with peaked topknots, modeled backs, and highly worn surfaces.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/257272
gd. 59,18823,73.AD.10.B.23.a,Unknown,Head,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Female head; peaked topknot or diadem, hair pulled to sides and extends to shoulders, round earrings; left side of face is pitted and missing; modeled back; surface extremely worn. Also numbered C31.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18823
gd. 59,18824,73.AD.10.B.23.b,Unknown,Head,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Female head and neck, modeled back; hair in a canonical topknot at back of head; surface extremely worn.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18824
gd. 59,18825,73.AD.10.B.24,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4 cm (1 9/16 in.),Female head and neck; modeled back; hair extends to shoulders and arranged in a bun at back of head; wearing a polos. Also numbered 124.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18825
gd. 59,18826,73.AD.10.B.25,Unknown,Female Head,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Female head and neck; hair pulled to sides; head turned slightly to right; surface worn, back unmodeled.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18826
gd. 59,18827,73.AD.10.B.26,Unknown,Human Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 2.4 cm (15/16 in.),"Female head, modeled back; hair (or wreath) frames face; surface worn.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18827
gd. 59,18828,73.AD.10.B.27,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head and neck; hair extends to shoulders, wreath, modeled back; surface extremely worn, face is pitted and missing. Also numbered B40.",Greek,,http://www.getty.edu/art/collection/objects/18828
gd. 59,18829,73.AD.10.B.28,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head, polos (or crescent stephane); worn surface, flat back.",Greek,,http://www.getty.edu/art/collection/objects/18829
gd. 59,18830,73.AD.10.B.29,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head, modeled back; melon hairstyle, band diadem; traces of surface slip.",Greek,,http://www.getty.edu/art/collection/objects/18830
gd. 59,18831,73.AD.10.B.30,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head, unmodeled back; worn surface.",Greek,,http://www.getty.edu/art/collection/objects/18831
gd. 59,18832,73.AD.10.B.31,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head and neck, back modeled; melon hairstyle, braided strands appear to bind hair from nape of neck to crown, but this may be a diadem or wreath; hair extends to shoulders, Venus rings on neck; worn surface, face missing.",Greek,,http://www.getty.edu/art/collection/objects/18832
gd. 59,18833,73.AD.10.B.32,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head, modeled back; surface highly worn.",Greek,,http://www.getty.edu/art/collection/objects/18833
gd. 59,18834,73.AD.10.B.33,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head wearing a polos (or diadem); surface highly worn, unmodeled back.",Greek,,http://www.getty.edu/art/collection/objects/18834
gd. 59,18835,73.AD.10.B.34,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Female head, melon hairstyle, veil (or hair) extends to shoulders; back is flat.",Greek,,http://www.getty.edu/art/collection/objects/18835
gd. 59,18836,73.AD.10.B.35,Unknown,Female Head,,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,Female head and neck; wreath (or stephane); back unmolded.,Greek,,http://www.getty.edu/art/collection/objects/18836
gd. 59,18837,73.AD.10.B.42,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18837
gd. 59,18838,73.AD.10.B.46,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18838
gd. 59,18839,73.AD.10.B.47,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,,Greek,,http://www.getty.edu/art/collection/objects/18839
gd. 59,18840,73.AD.10.C.1.a,Unknown,Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object (greatest extent): 2 cm (13/16 in.),Fragment with a left hand and a vegetal element in relief.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18840
gd. 59,18841,73.AD.10.C.1.b,Unknown,Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object (greatest extent): 2.3 cm (7/8 in.),Fragment with indentations; grey surface.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18841
gd. 59,18842,73.AD.10.C.1.c,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Fragment, grey black surface, no decoration.",Greek,,http://www.getty.edu/art/collection/objects/18842
gd. 59,254985,73.AD.10.C.2.a,Unknown,Fragment of a Mold (part of 73.AD.10.C.2),,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,Object: H: 6.5 x W: 6 cm (2 9/16 x 2 3/8 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/254985
gd. 59,254986,73.AD.10.C.2.b,Unknown,Fragment of a Mold (part of 73.AD.10.C.2),,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,Object: H: 2.5 x W: 1.5 cm (1 x 9/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/254986
gd. 59,18844,73.AD.10.C.3.a,Unknown,"One of Three Hundred Sixty Heads, Five Molds, Fifteen Oscilla and Other Figural and Vase Fragments",,,,,,,-599,-300,6th - 4th century B.C.,,,,Terracotta,,,,,,,,,,"Fragment, indentations; unknown representation; highly worn.",Greek,,http://www.getty.edu/art/collection/objects/18844
gd. 59,18845,73.AD.10.C.3.b,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 7 cm (2 3/4 in.),"Fragment with the head of a figure, turned to the left, with architectural element (beveled lintel) above. Also numbered B51.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18845
gd. 59,18846,73.AD.10.C.3.c,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 6 cm (2 3/8 in.),"Fragment with lined incisions, possibly a hand (?) and drapery. Also numbered B50.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18846
gd. 59,18847,73.AD.10.C.4,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 7.5 cm (2 15/16 in.),"Fragment with a rounded end, with architectural elements, a phallus (?), and possibly garlands. Also numbered B27.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18847
gd. 59,18848,73.AD.10.C.5,Unknown,Male Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Male figure,Terracotta,,,,,,,,,Object: H: 6 cm (2 3/8 in.),"Male figure, preserved to mid-torso, set on a background; beardless, wearing a garment over shoulders, knotted a the neck.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18848
gd. 59,18849,73.AD.10.C.6,Unknown,Male Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Male figure,Terracotta,,,,,,,,,Object (greatest extent): 6.5 cm (2 9/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18849
gd. 59,18850,73.AD.10.C.7,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 5 cm (1 15/16 in.),Figure; head and upper torso preserved; surface worn.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18850
gd. 59,18851,73.AD.10.C.8,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 5.8 cm (2 5/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18851
gd. 59,18852,73.AD.10.C.9,Unknown,Bearded Head Fragment (Silenos ?),,,,,,,-399,-300,4th century B.C.,,,Male figure,Terracotta,,,,,,,,,Object: H: 7 cm (2 3/4 in.),"Bearded male head wearing a crescent stephane (or diadem), beveled lower edge, with a round fixture at the top. Possibly Silenos or a comic actor.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18852
gd. 59,18853,73.AD.10.C.10,Unknown,Fragment of a Figure: Leg,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of a leg, preserved to the knee; vertical incisions on shin may indicate greaves.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18853
gd. 59,18854,73.AD.10.C.11,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 6.5 cm (2 9/16 in.),Fragment with modeled surface; worn. Also numbered B24.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18854
gd. 59,18855,73.AD.10.D.1,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 3.6 x W: 4.1 cm (1 7/16 x 1 5/8 in.),"Fragment consists of the upper torso of a human figure, left arm raised, right arm extended back; wearing a cloak (?) modeled in the round. Also numbered B54.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18855
gd. 59,18856,73.AD.10.D.2,Unknown,Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 4.4 x W: 6 cm (1 3/4 x 2 3/8 in.),"Fragment preserves torso of a male (?) figure holding a phiale with his left hand, wrapped in a garment; right arm at side; back unmodeled. Also numbered B55.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18856
gd. 59,257277,73.AD.10.D.3,Unknown,Figure Fragments,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 9.6 cm (3 3/4 in.),"Female figure composed of two joined fragments, head and lower legs missing; standing with left leg bent, right hand holding garment at hip, left hand holding a phiale near the torso; folds of fabric fall below phiale; traces of white pigment.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/257277
gd. 59,18859,73.AD.10.D.4,Unknown,Figurine Fragment: Leg and Drapery,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 6 cm (2 3/8 in.),"Fragment with legs and drapery of a standing figure, defined groundline; possibly from the same type as 73.AD.10.D.3. Also numbered B56.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18859
gd. 59,18860,73.AD.10.D.5,Unknown,Fragment of a Figurine (?),,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 3.6 cm (1 7/16 in.),Fragment of drapery (?); back unmodeled. Also numbered C40.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18860
gd. 59,18862,73.AD.10.D.6.a,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 4.3 cm (1 11/16 in.),Fragment with drapery and possibly part of a female torso. Also numbered C41.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18862
gd. 59,18863,73.AD.10.D.6.b,Unknown,Human Figure Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 2.7 cm (1 1/16 in.),Fragment with drapery (?); also numbered C43.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18863
gd. 59,18864,73.AD.10.D.6.c,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 4.1 cm (1 5/8 in.),"Figure fragment reconstructed from fragments; drapery, possibly the overfold of a chiton. Also numbered C39.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18864
gd. 59,18861,73.AD.10.D.6.d,Unknown,Fragment of a Figurine (?),,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 4.2 cm (1 5/8 in.),"Fragment of figure, drapery; possibly a bent knee.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18861
gd. 59,18865,73.AD.10.D.7,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 5.4 cm (2 1/8 in.),Fragment of a figure restored from seven smaller fragments; torso and upper right arm preserved; drapery; back unmodeled. Also numbered C38.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18865
gd. 59,18866,73.AD.10.D.8,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 6.4 cm (2 1/2 in.),Fragment of a hand holding a phiale.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18866
gd. 59,18867,73.AD.10.D.9,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 7.3 cm (2 7/8 in.),Fragment of a hand (left?) holding a phiale.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18867
gd. 59,18868,73.AD.10.E.1.a,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 3.2 cm (1 1/4 in.),"Fragment of a figure, torso and upper arms preserved, wearing a garment and a cloak; braided hair (or trim of garment) extends down the right shoulder.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18868
gd. 59,18869,73.AD.10.E.1.b,Unknown,Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 2.3 cm (7/8 in.),Fragment of lower legs and feet.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18869
gd. 59,125288,73.AD.10.E.1.c,Unknown,Fragment,,,,,,,-399,-300,4th century B.C.,,,,Terracotta,,,,,,,,,,Fragment of head (?); wreath (or hair) and right eye preserved; traces of white.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/125288
gd. 59,18870,73.AD.10.E.2,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 8.9 cm (3 1/2 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18870
gd. 59,18871,73.AD.10.E.3,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 8.8 cm (3 7/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18871
gd. 59,18872,73.AD.10.E.4,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 8 cm (3 1/8 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18872
gd. 59,18873,73.AD.10.E.5,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object: H: 6.6 cm (2 5/8 in.),Fragment preserves legs of a seated figure.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18873
gd. 59,18874,73.AD.10.E.6.a,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 2.8 cm (1 1/8 in.),Figure fragment joined to 73.AD.10.E.6.b.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18874
gd. 59,18875,73.AD.10.E.7,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object (greatest extent): 6.5 cm (2 9/16 in.),Fragment preserves upper torso of a seated female.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18875
gd. 59,18876,73.AD.10.E.8,Unknown,Female Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object (greatest extent): 10.6 cm (4 3/16 in.),Fragment preserves part of drapery.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18876
gd. 59,18877,73.AD.10.F.1,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 5.8 cm (2 5/16 in.),Fragment preserves part of base and a bare right foot.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18877
gd. 59,18878,73.AD.10.F.2,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 8.6 cm (3 3/8 in.),Fragment preserves part of high rounded base and right foot.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18878
gd. 59,18879,73.AD.10.F.3,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 5.8 cm (2 5/16 in.),Fragment preserves part of a base and right foot.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18879
gd. 59,18880,73.AD.10.F.4,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 5.9 cm (2 5/16 in.),Fragment preserves part of base and drapery over lower body.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18880
gd. 59,18881,73.AD.10.F.5,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object (greatest extent): 4.6 cm (1 13/16 in.),Fragment preserves a head of a female wearing a polos; face is missing below the nose. Also numbered B32.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18881
gd. 59,18882,73.AD.10.G.1,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3 cm (1 3/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18882
gd. 59,18883,73.AD.10.G.2,Unknown,Figurine Fragment,,,,,,,-399,-300,4th century B.C.,,,Human figure,Terracotta,,,,,,,,,Object (greatest extent): 2.6 cm (1 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18883
gd. 59,18884,73.AD.10.H.1,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 11.3 cm (4 7/16 in.),Mold fragment preserves an arm.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18884
gd. 59,18885,73.AD.10.H.2.a,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 4.6 cm (1 13/16 in.),Mold fragment preserves the head of a bull.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18885
gd. 59,18886,73.AD.10.H.2.b,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 6.9 cm (2 11/16 in.),Mold fragment preserves the torso of a bull.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18886
gd. 59,18887,73.AD.10.H.3,Unknown,Mold Fragment,,,,,,,-399,-300,4th century B.C.,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 10.9 cm (4 5/16 in.),Mold fragment preserves a female wearing a polos.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18887
